id,team,season,games_played,wins,losses,ot_losses,points,points_pct,goals_for,goals_against,goals_per_game,goals_against_per_game,goal_differential,shots_for,shots_against,shots_per_game,shots_against_per_game,pp_goals,pp_opportunities,pp_pct,pk_goals_against,pk_opportunities,pk_pct,faceoff_wins,faceoff_total,faceoff_pct,ot_wins,so_wins,so_losses,ot_game_pct,home_wins,home_losses,home_ot_losses,away_wins,away_losses,away_ot_losses,current_streak,last_10_record,division,conference,division_rank,conference_rank,league_rank,created_at
86,NJD,20212022,87,31,47,9,71,0.40804597701149425,268,320,3.0804597701149423,3.67816091954023,-52,2697,2683,31.0,30.839080459770116,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,18,0,0,13,0,0,,,,,,,,2026-02-24 17:47:19
91,NSH,20212022,92,49,34,9,107,0.5815217391304348,299,289,3.25,3.141304347826087,10,2720,3008,29.565217391304348,32.69565217391305,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,27,0,0,22,0,0,,,,,,,,2026-02-24 17:47:19
96,NYI,20212022,87,40,35,12,92,0.5287356321839081,246,246,2.8275862068965516,2.8275862068965516,0,2519,2788,28.95402298850575,32.04597701149425,0,0,0.0,0,0,0.0,0,0,0.0,4,0,0,0.0,21,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
101,NYR,20212022,108,66,34,8,140,0.6481481481481481,335,287,3.1018518518518516,2.6574074074074074,48,3165,3471,29.305555555555557,32.138888888888886,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,37,0,0,29,0,0,,,,,,,,2026-02-24 17:47:19
106,OTT,20212022,89,36,46,7,79,0.4438202247191011,245,287,2.752808988764045,3.2247191011235956,-42,2641,2935,29.674157303370787,32.97752808988764,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,16,0,0,20,0,0,,,,,,,,2026-02-24 17:47:19
111,PHI,20212022,88,27,49,12,66,0.375,223,315,2.534090909090909,3.5795454545454546,-92,2700,2948,30.681818181818183,33.5,0,0,0.0,0,0,0.0,0,0,0.0,6,0,0,0.0,16,0,0,11,0,0,,,,,,,,2026-02-24 17:47:19
116,PIT,20212022,95,53,30,12,118,0.6210526315789474,319,273,3.357894736842105,2.873684210526316,46,3337,3020,35.126315789473686,31.789473684210527,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,27,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
120,SEA,20212022,88,31,51,6,68,0.38636363636363635,232,302,2.6363636363636362,3.4318181818181817,-70,2561,2514,29.102272727272727,28.568181818181817,0,0,0.0,0,0,0.0,0,0,0.0,6,0,0,0.0,18,0,0,13,0,0,,,,,,,,2026-02-24 17:47:19
125,SJS,20212022,88,35,39,14,84,0.4772727272727273,233,280,2.647727272727273,3.1818181818181817,-47,2603,2781,29.579545454545453,31.602272727272727,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,19,0,0,16,0,0,,,,,,,,2026-02-24 17:47:19
130,STL,20212022,102,59,30,13,131,0.6421568627450981,379,306,3.715686274509804,3.0,73,3084,3221,30.235294117647058,31.57843137254902,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,31,0,0,28,0,0,,,,,,,,2026-02-24 17:47:19
135,TBL,20212022,112,68,34,10,146,0.6517857142857143,378,321,3.375,2.8660714285714284,57,3439,3427,30.705357142857142,30.598214285714285,0,0,0.0,0,0,0.0,0,0,0.0,13,0,0,0.0,37,0,0,31,0,0,,,,,,,,2026-02-24 17:47:19
140,TOR,20212022,95,62,25,8,132,0.6947368421052632,362,286,3.8105263157894735,3.0105263157894737,76,3254,2851,34.252631578947366,30.010526315789473,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,36,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
145,VAN,20212022,89,42,35,12,96,0.5393258426966292,264,259,2.966292134831461,2.9101123595505616,5,2827,2812,31.764044943820224,31.59550561797753,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,22,0,0,20,0,0,,,,,,,,2026-02-24 17:47:19
150,VGK,20212022,89,46,35,8,100,0.5617977528089888,285,269,3.202247191011236,3.0224719101123596,16,3018,2671,33.91011235955056,30.01123595505618,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,24,0,0,22,0,0,,,,,,,,2026-02-24 17:47:19
155,WPG,20212022,88,41,35,12,94,0.5340909090909091,268,273,3.0454545454545454,3.102272727272727,-5,2821,2867,32.05681818181818,32.57954545454545,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,25,0,0,16,0,0,,,,,,,,2026-02-24 17:47:19
160,WSH,20212022,94,48,31,15,111,0.5904255319148937,311,286,3.3085106382978724,3.0425531914893615,25,2923,2741,31.095744680851062,29.159574468085108,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,21,0,0,27,0,0,,,,,,,,2026-02-24 17:47:19
4,ANA,20222023,89,27,50,12,66,0.3707865168539326,232,359,2.606741573033708,4.033707865168539,-127,2519,3427,28.303370786516854,38.50561797752809,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,15,0,0,12,0,0,,,,,,,,2026-02-24 17:47:19
9,ARI,20222023,89,28,46,15,71,0.398876404494382,242,327,2.7191011235955056,3.6741573033707864,-85,2300,3067,25.84269662921348,34.46067415730337,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,21,0,0,7,0,0,,,,,,,,2026-02-24 17:47:19
14,BOS,20222023,95,71,17,7,149,0.7842105263157895,348,217,3.663157894736842,2.2842105263157895,131,3126,2832,32.90526315789474,29.810526315789474,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,37,0,0,34,0,0,,,,,,,,2026-02-24 17:47:19
19,BUF,20222023,88,46,35,7,99,0.5625,311,318,3.534090909090909,3.6136363636363638,-7,2825,2874,32.10227272727273,32.65909090909091,0,0,0.0,0,0,0.0,0,0,0.0,13,0,0,0.0,20,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
24,CAR,20222023,102,64,27,11,139,0.6813725490196079,336,262,3.2941176470588234,2.5686274509803924,74,3583,2682,35.127450980392155,26.294117647058822,0,0,0.0,0,0,0.0,0,0,0.0,16,0,0,0.0,36,0,0,28,0,0,,,,,,,,2026-02-24 17:47:19
29,CBJ,20222023,90,29,50,11,69,0.38333333333333336,240,352,2.6666666666666665,3.911111111111111,-112,2643,3152,29.366666666666667,35.022222222222226,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,20,0,0,9,0,0,,,,,,,,2026-02-24 17:47:19
34,CGY,20222023,90,42,31,17,101,0.5611111111111111,279,270,3.1,3.0,9,3205,2446,35.611111111111114,27.177777777777777,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,23,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
39,CHI,20222023,88,27,54,7,61,0.3465909090909091,210,323,2.3863636363636362,3.6704545454545454,-113,2347,2929,26.670454545454547,33.28409090909091,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,14,0,0,13,0,0,,,,,,,,2026-02-24 17:47:19
44,COL,20222023,95,57,29,9,123,0.6473684210526316,312,262,3.2842105263157895,2.7578947368421054,50,3145,2934,33.10526315789474,30.88421052631579,0,0,0.0,0,0,0.0,0,0,0.0,15,0,0,0.0,25,0,0,32,0,0,,,,,,,,2026-02-24 17:47:19
49,DAL,20222023,108,59,31,18,136,0.6296296296296297,358,303,3.314814814814815,2.8055555555555554,55,3424,3194,31.703703703703702,29.574074074074073,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,29,0,0,30,0,0,,,,,,,,2026-02-24 17:47:19
54,DET,20222023,90,38,42,10,86,0.4777777777777778,260,301,2.888888888888889,3.3444444444444446,-41,2538,2711,28.2,30.122222222222224,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,20,0,0,18,0,0,,,,,,,,2026-02-24 17:47:19
59,EDM,20222023,102,61,30,11,133,0.6519607843137255,394,322,3.8627450980392157,3.156862745098039,72,3403,3191,33.36274509803921,31.284313725490197,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,30,0,0,31,0,0,,,,,,,,2026-02-24 17:47:19
62,EIS,20222023,1,0,1,0,0,0.0,1,3,1.0,3.0,-2,19,36,19.0,36.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,2026-02-24 17:47:19
66,FLA,20222023,109,57,44,8,122,0.5596330275229358,366,365,3.3577981651376145,3.3486238532110093,1,3848,3549,35.30275229357798,32.559633027522935,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,29,0,0,28,0,0,,,,,,,,2026-02-24 17:47:19
71,LAK,20222023,95,52,31,12,116,0.6105263157894737,321,304,3.3789473684210525,3.2,17,3083,2701,32.45263157894737,28.431578947368422,0,0,0.0,0,0,0.0,0,0,0.0,13,0,0,0.0,29,0,0,23,0,0,,,,,,,,2026-02-24 17:47:19
77,MIN,20222023,95,54,30,11,119,0.6263157894736842,287,258,3.0210526315789474,2.7157894736842105,29,2921,2931,30.74736842105263,30.852631578947367,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,29,0,0,25,0,0,,,,,,,,2026-02-24 17:47:19
82,MTL,20222023,90,31,51,8,70,0.3888888888888889,250,338,2.7777777777777777,3.7555555555555555,-88,2430,2988,27.0,33.2,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,17,0,0,14,0,0,,,,,,,,2026-02-24 17:47:19
87,NJD,20222023,101,62,30,9,133,0.6584158415841584,341,281,3.376237623762376,2.782178217821782,60,3357,2846,33.23762376237624,28.178217821782177,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,29,0,0,33,0,0,,,,,,,,2026-02-24 17:47:19
92,NSH,20222023,87,46,32,9,101,0.5804597701149425,249,246,2.8620689655172415,2.8275862068965516,3,2572,2862,29.563218390804597,32.89655172413793,0,0,0.0,0,0,0.0,0,0,0.0,13,0,0,0.0,24,0,0,22,0,0,,,,,,,,2026-02-24 17:47:19
97,NYI,20222023,94,48,35,11,107,0.5691489361702128,274,253,2.9148936170212765,2.6914893617021276,21,2845,2930,30.26595744680851,31.170212765957448,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,29,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
102,NYR,20222023,95,52,28,15,119,0.6263157894736842,309,254,3.2526315789473683,2.6736842105263157,55,2953,2775,31.08421052631579,29.210526315789473,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,25,0,0,27,0,0,,,,,,,,2026-02-24 17:47:19
107,OTT,20222023,90,44,38,8,96,0.5333333333333333,289,301,3.2111111111111112,3.3444444444444446,-12,2969,2779,32.98888888888889,30.877777777777776,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,26,0,0,18,0,0,,,,,,,,2026-02-24 17:47:19
112,PHI,20222023,88,32,42,14,78,0.4431818181818182,230,293,2.6136363636363638,3.3295454545454546,-63,2566,2747,29.15909090909091,31.21590909090909,0,0,0.0,0,0,0.0,0,0,0.0,5,0,0,0.0,19,0,0,13,0,0,,,,,,,,2026-02-24 17:47:19
117,PIT,20222023,88,43,34,11,97,0.5511363636363636,279,283,3.1704545454545454,3.215909090909091,-4,3003,2865,34.125,32.55681818181818,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,25,0,0,18,0,0,,,,,,,,2026-02-24 17:47:19
119,SCB,20222023,1,0,1,0,0,0.0,3,4,3.0,4.0,-1,18,31,18.0,31.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,2026-02-24 17:47:19
121,SEA,20222023,102,57,37,8,122,0.5980392156862745,351,313,3.4411764705882355,3.0686274509803924,38,3077,2815,30.166666666666668,27.598039215686274,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,26,0,0,31,0,0,,,,,,,,2026-02-24 17:47:19
126,SJS,20222023,88,27,45,16,70,0.3977272727272727,256,336,2.909090909090909,3.8181818181818183,-80,2598,2822,29.522727272727273,32.06818181818182,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,10,0,0,17,0,0,,,,,,,,2026-02-24 17:47:19
131,STL,20222023,90,43,40,7,93,0.5166666666666667,292,322,3.2444444444444445,3.577777777777778,-30,2530,2884,28.11111111111111,32.044444444444444,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,21,0,0,22,0,0,,,,,,,,2026-02-24 17:47:19
136,TBL,20222023,93,49,35,9,107,0.5752688172043011,313,296,3.3655913978494625,3.182795698924731,17,2955,2941,31.774193548387096,31.623655913978496,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,29,0,0,20,0,0,,,,,,,,2026-02-24 17:47:19
141,TOR,20222023,100,60,27,13,133,0.665,339,271,3.39,2.71,68,3188,2950,31.88,29.5,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,31,0,0,29,0,0,,,,,,,,2026-02-24 17:47:19
146,VAN,20222023,89,40,40,9,89,0.5,292,324,3.2808988764044944,3.640449438202247,-32,2631,2722,29.56179775280899,30.584269662921347,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,21,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
151,VGK,20222023,111,71,28,12,154,0.6936936936936937,387,307,3.4864864864864864,2.765765765765766,80,3451,3457,31.09009009009009,31.144144144144143,0,0,0.0,0,0,0.0,0,0,0.0,16,0,0,0.0,37,0,0,34,0,0,,,,,,,,2026-02-24 17:47:19
156,WPG,20222023,93,51,37,5,107,0.5752688172043011,282,260,3.032258064516129,2.795698924731183,22,2796,2826,30.06451612903226,30.387096774193548,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,28,0,0,23,0,0,,,,,,,,2026-02-24 17:47:19
161,WSH,20222023,88,39,38,11,89,0.5056818181818182,272,277,3.090909090909091,3.147727272727273,-5,2736,2708,31.09090909090909,30.772727272727273,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,20,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
5,ANA,20232024,90,31,54,5,67,0.37222222222222223,227,324,2.522222222222222,3.6,-97,2408,2902,26.755555555555556,32.24444444444445,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,14,0,0,17,0,0,,,,,,,,2026-02-24 17:47:19
10,ARI,20232024,91,40,46,5,85,0.46703296703296704,286,302,3.142857142857143,3.318681318681319,-16,2501,2879,27.483516483516482,31.63736263736264,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,25,0,0,15,0,0,,,,,,,,2026-02-24 17:47:19
15,BOS,20232024,101,55,28,18,128,0.6336633663366337,313,272,3.099009900990099,2.6930693069306932,41,2858,3110,28.297029702970296,30.792079207920793,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,27,0,0,28,0,0,,,,,,,,2026-02-24 17:47:19
20,BUF,20232024,89,42,41,6,90,0.5056179775280899,268,271,3.0112359550561796,3.044943820224719,-3,2730,2640,30.674157303370787,29.662921348314608,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,23,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
25,CAR,20232024,99,61,28,10,132,0.6666666666666666,333,265,3.3636363636363638,2.676767676767677,68,3328,2555,33.61616161616162,25.80808080808081,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,34,0,0,27,0,0,,,,,,,,2026-02-24 17:47:19
30,CBJ,20232024,90,31,46,13,75,0.4166666666666667,264,325,2.933333333333333,3.611111111111111,-61,2709,3053,30.1,33.922222222222224,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,20,0,0,11,0,0,,,,,,,,2026-02-24 17:47:19
35,CGY,20232024,90,42,42,6,90,0.5,281,296,3.1222222222222222,3.2888888888888888,-15,2795,2682,31.055555555555557,29.8,0,0,0.0,0,0,0.0,0,0,0.0,8,0,0,0.0,23,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
40,CHI,20232024,88,25,55,8,58,0.32954545454545453,193,310,2.1931818181818183,3.522727272727273,-117,2317,2841,26.329545454545453,32.28409090909091,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,18,0,0,7,0,0,,,,,,,,2026-02-24 17:47:19
45,COL,20232024,99,58,33,8,124,0.6262626262626263,363,311,3.6666666666666665,3.1414141414141414,52,3240,2917,32.72727272727273,29.464646464646464,0,0,0.0,0,0,0.0,0,0,0.0,10,0,0,0.0,35,0,0,23,0,0,,,,,,,,2026-02-24 17:47:19
50,DAL,20232024,108,66,30,12,144,0.6666666666666666,373,299,3.4537037037037037,2.7685185185185186,74,3336,3036,30.88888888888889,28.11111111111111,0,0,0.0,0,0,0.0,0,0,0.0,15,0,0,0.0,33,0,0,33,0,0,,,,,,,,2026-02-24 17:47:19
55,DET,20232024,90,46,34,10,102,0.5666666666666667,307,296,3.411111111111111,3.2888888888888888,11,2595,2884,28.833333333333332,32.044444444444444,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,27,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
60,EDM,20232024,115,69,38,8,146,0.6347826086956522,401,320,3.4869565217391303,2.782608695652174,81,3707,3164,32.23478260869565,27.51304347826087,0,0,0.0,0,0,0.0,0,0,0.0,14,0,0,0.0,39,0,0,30,0,0,,,,,,,,2026-02-24 17:47:19
67,FLA,20232024,114,72,34,8,152,0.6666666666666666,366,283,3.210526315789474,2.482456140350877,83,3761,3094,32.99122807017544,27.140350877192983,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,38,0,0,34,0,0,,,,,,,,2026-02-24 17:47:19
72,LAK,20232024,96,51,33,12,114,0.59375,299,265,3.1145833333333335,2.7604166666666665,34,3049,2703,31.760416666666668,28.15625,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,25,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
78,MIN,20232024,88,44,34,10,98,0.5568181818181818,270,278,3.0681818181818183,3.159090909090909,-8,2648,2615,30.09090909090909,29.71590909090909,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,23,0,0,21,0,0,,,,,,,,2026-02-24 17:47:19
83,MTL,20232024,88,33,39,16,82,0.4659090909090909,255,309,2.897727272727273,3.5113636363636362,-54,2438,2901,27.704545454545453,32.96590909090909,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,17,0,0,16,0,0,,,,,,,,2026-02-24 17:47:19
88,NJD,20232024,89,45,39,5,95,0.5337078651685393,294,296,3.303370786516854,3.3258426966292136,-2,2702,2646,30.359550561797754,29.730337078651687,0,0,0.0,0,0,0.0,0,0,0.0,6,0,0,0.0,20,0,0,25,0,0,,,,,,,,2026-02-24 17:47:19
93,NSH,20232024,94,50,37,7,107,0.5691489361702128,294,283,3.127659574468085,3.0106382978723403,11,2985,2829,31.75531914893617,30.095744680851062,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,24,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
98,NYI,20232024,93,42,35,16,100,0.5376344086021505,274,304,2.946236559139785,3.2688172043010755,-30,2747,3025,29.537634408602152,32.526881720430104,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,24,0,0,18,0,0,,,,,,,,2026-02-24 17:47:19
103,NYR,20232024,104,66,33,5,137,0.6586538461538461,341,292,3.2788461538461537,2.8076923076923075,49,3163,3084,30.41346153846154,29.653846153846153,0,0,0.0,0,0,0.0,0,0,0.0,16,0,0,0.0,36,0,0,30,0,0,,,,,,,,2026-02-24 17:47:19
108,OTT,20232024,90,43,43,4,90,0.5,282,299,3.1333333333333333,3.3222222222222224,-17,2849,2698,31.655555555555555,29.977777777777778,0,0,0.0,0,0,0.0,0,0,0.0,13,0,0,0.0,24,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
113,PHI,20232024,88,41,35,12,94,0.5340909090909091,250,278,2.840909090909091,3.159090909090909,-28,2881,2357,32.73863636363637,26.78409090909091,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,22,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
118,PIT,20232024,89,41,35,13,95,0.5337078651685393,275,271,3.0898876404494384,3.044943820224719,4,2891,2693,32.48314606741573,30.258426966292134,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,25,0,0,16,0,0,,,,,,,,2026-02-24 17:47:19
122,SEA,20232024,88,37,37,14,88,0.5,231,251,2.625,2.852272727272727,-20,2525,2515,28.693181818181817,28.579545454545453,0,0,0.0,0,0,0.0,0,0,0.0,6,0,0,0.0,18,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
127,SJS,20232024,88,21,56,11,53,0.30113636363636365,196,347,2.227272727272727,3.9431818181818183,-151,2247,3051,25.53409090909091,34.67045454545455,0,0,0.0,0,0,0.0,0,0,0.0,5,0,0,0.0,12,0,0,9,0,0,,,,,,,,2026-02-24 17:47:19
132,STL,20232024,90,47,35,8,102,0.5666666666666667,262,273,2.911111111111111,3.033333333333333,-11,2557,2888,28.41111111111111,32.08888888888889,0,0,0.0,0,0,0.0,0,0,0.0,12,0,0,0.0,28,0,0,19,0,0,,,,,,,,2026-02-24 17:47:19
137,TBL,20232024,94,51,34,9,111,0.5904255319148937,327,306,3.478723404255319,3.25531914893617,21,2711,2840,28.840425531914892,30.21276595744681,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,29,0,0,22,0,0,,,,,,,,2026-02-24 17:47:19
142,TOR,20232024,97,53,31,13,119,0.6134020618556701,341,304,3.515463917525773,3.134020618556701,37,3143,2865,32.402061855670105,29.536082474226806,0,0,0.0,0,0,0.0,0,0,0.0,15,0,0,0.0,25,0,0,28,0,0,,,,,,,,2026-02-24 17:47:19
147,VAN,20232024,101,59,31,11,129,0.6386138613861386,323,279,3.198019801980198,2.762376237623762,44,2745,2838,27.178217821782177,28.099009900990097,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,32,0,0,27,0,0,,,,,,,,2026-02-24 17:47:19
152,VGK,20232024,96,51,35,10,112,0.5833333333333334,304,283,3.1666666666666665,2.9479166666666665,21,2918,2858,30.395833333333332,29.770833333333332,0,0,0.0,0,0,0.0,0,0,0.0,11,0,0,0.0,30,0,0,21,0,0,,,,,,,,2026-02-24 17:47:19
157,WPG,20232024,93,55,31,7,117,0.6290322580645161,288,242,3.096774193548387,2.6021505376344085,46,2788,2822,29.978494623655912,30.344086021505376,0,0,0.0,0,0,0.0,0,0,0.0,7,0,0,0.0,29,0,0,26,0,0,,,,,,,,2026-02-24 17:47:19
162,WSH,20232024,92,43,37,12,98,0.532608695652174,247,294,2.6847826086956523,3.1956521739130435,-47,2469,2756,26.83695652173913,29.956521739130434,0,0,0.0,0,0,0.0,0,0,0.0,9,0,0,0.0,23,0,0,20,0,0,,,,,,,,2026-02-24 17:47:19
